climb_id,user_id,star_rating
105717310,106142131,3.0
105717310,106262777,4.0
105717310,106372474,4.0
105717310,106838734,4.0
105717310,106861594,4.0
105717310,107515236,4.0
105717310,11047,4.0
105717310,11287,4.0
105717310,13115,4.0
105717310,106365141,3.0
105717310,105874611,4.0
105717310,107835621,3.0
105717310,105792600,4.0
105717310,105987922,4.0
105717310,106565770,4.0
105717310,106045902,4.0
105717310,106160547,4.0
105717310,108174185,4.0
105717346,106503119,3.0
105717346,105823132,2.0
105717346,105990845,2.0
105717346,106192059,2.0
105717346,106193445,2.0
105717346,14213,3.0
105717346,105936209,3.0
105717346,106059834,3.0
105717346,106767428,2.0
105717346,10481,4.0
105717346,105791779,2.0
105717346,106396822,2.0
105717346,13937,2.0
105717346,106596992,2.0
105717346,14537,2.0
105717346,105812440,4.0
105717346,106098789,2.0
105717346,106823389,4.0
105717346,106389541,3.0
105717346,106156272,2.0
105717346,10121,2.0
105717346,10150,2.0
105717346,105829161,3.0
105717346,105846604,4.0
105717346,106162275,3.0
105717346,106414419,4.0
105717346,106456414,2.0
105717346,106467090,3.0
105717346,106723303,2.0
105717346,11802,3.0
105717346,14004,2.0
105717346,105792600,2.0
105717346,105987922,2.0
105717346,106565770,3.0
105717346,107236381,2.0
105717346,105843822,4.0
105717346,106045902,2.0
105717346,107785600,3.0
105717346,105884543,3.0
105717346,106110467,2.0
105717346,105860008,3.0
105717346,105890157,3.0
105717346,106129363,3.0
105717346,106251374,3.0
105717346,107406913,3.0
105717346,107609988,2.0
105717346,107944131,3.0
105717346,106805249,3.0
105717346,106506620,3.0
105717346,10170,2.0
105717346,106817666,4.0
105717346,107572371,4.0
105717346,107866982,4.0
105748175,106087077,3.0
105748175,106503119,3.0
105748175,11622,2.0
105748175,105823132,3.0
105748175,106192059,2.0
105748175,106907209,2.0
105748175,105822848,3.0
105748175,106308715,4.0
105748175,10232,2.0
105748175,105942841,2.0
105748175,107356939,2.0
105748175,105795871,2.0
105748175,105936209,2.0
105748175,106059834,1.0
105748175,106481875,4.0
105748175,106816037,2.0
105748175,11327,3.0
105748175,105974560,2.0
105748175,106945872,2.0
105748175,10769,2.0
105748175,105828656,2.0
105748175,106098789,2.0
105748175,12448,2.0
105748175,13658,2.0
105748175,106247789,2.0
105748175,106738886,2.0
105748175,107937197,3.0
105748175,105829161,2.0
105748175,106142131,2.0
105748175,106723303,3.0
105748175,106838734,3.0
105748175,106861594,3.0
105748175,106887229,2.0
105748175,11802,2.0
105748175,105856868,3.0
105748175,106365141,2.0
105748175,107835621,3.0
105748175,106565770,3.0
105748175,107342057,3.0
105748175,106110467,2.0
105748175,105841324,2.0
105748175,107869180,3.0
105748175,11916,2.0
105748175,14015,3.0
105748175,14116,3.0
105748175,108386412,3.0
105748175,107326021,2.0
105748175,108744718,3.0
105748175,108048345,3.0
105748175,105811887,3.0
105758122,11622,4.0
105758122,105990845,3.0
105758122,106192059,3.0
105758122,105795871,3.0
105758122,10481,3.0
105758122,105791779,3.0
105758122,13937,2.0
105758122,105859992,4.0
105758122,105877184,4.0
105758122,106333851,4.0
105758122,106596992,3.0
105758122,106827872,3.0
105758122,106945549,3.0
105758122,106945872,3.0
105758122,105812440,4.0
105758122,107800195,4.0
105758122,105800279,0.0
105758122,107902567,2.0
105758122,10150,4.0
105758122,10359,3.0
105758122,105807147,2.0
105758122,105829161,4.0
105758122,105929502,3.0
105758122,106262777,4.0
105758122,106456414,2.0
105758122,106489136,3.0
105758122,106723303,3.0
105758122,106838734,2.0
105758122,11047,3.0
105758122,105874611,4.0
105758122,105987922,4.0
105758122,107079403,3.0
105758122,14015,3.0
105758122,106176200,4.0
105758122,10369,4.0
105758122,106088454,3.0
105748490,106022334,4.0
105748490,106087077,4.0
105748490,106503119,4.0
105748490,105823132,4.0
105748490,105990845,3.0
105748490,105868316,4.0
105748490,106192059,4.0
105748490,106193445,2.0
105748490,105822848,3.0
105748490,10185,4.0
105748490,10232,2.0
105748490,105797501,3.0
105748490,105942841,4.0
105748490,106055829,4.0
105748490,14213,4.0
105748490,106767428,4.0
105748490,10168,4.0
105748490,10481,4.0
105748490,105791779,4.0
105748490,106121156,3.0
105748490,106396822,4.0
105748490,13937,2.0
105748490,106481875,3.0
105748490,106816037,3.0
105748490,107297633,4.0
105748490,11327,4.0
105748490,105807065,3.0
105748490,105877184,4.0
105748490,105974560,2.0
105748490,106333851,4.0
105748490,106430658,3.0
105748490,106827872,4.0
105748490,106945549,4.0
105748490,106945872,4.0
105748490,107186883,4.0
105748490,10769,4.0
105748490,13111,4.0
105748490,14537,3.0
105748490,105812440,4.0
105748490,105788294,4.0
105748490,105876980,4.0
105748490,106098789,3.0
105748490,106452465,3.0
105748490,108123128,4.0
105748490,108684526,4.0
105748490,11466,4.0
105748490,12448,4.0
105748490,105787381,4.0
105748490,106823389,4.0
105748490,105936281,3.0
105748490,106136679,4.0
105748490,106389541,4.0
105748490,10762,4.0
105748490,105816899,3.0
105748490,107328886,3.0
105748490,105800279,2.0
105748490,106156272,3.0
105748490,106247789,4.0
105748490,106455894,3.0
105748490,106738886,3.0
105748490,107902567,4.0
105748490,107937197,4.0
105748490,10121,4.0
105748490,10150,4.0
105748490,105807147,3.0
105748490,105829161,4.0
105748490,105972853,3.0
105748490,106142131,3.0
105748490,106162275,3.0
105748490,106262777,4.0
105748490,106356571,4.0
105748490,106372474,4.0
105748490,106414419,4.0
105748490,106456414,3.0
105748490,106489136,3.0
105748490,106584417,4.0
105748490,106723303,4.0
105748490,106838734,4.0
105748490,106887229,4.0
105748490,107515236,4.0
105748490,108035631,3.0
105748490,109996200,4.0
105748490,11029,4.0
105748490,11278,3.0
105748490,11802,4.0
105748490,13115,3.0
105748490,14004,4.0
105748490,105856868,4.0
105748490,106235451,4.0
105748490,106365141,3.0
105748490,107226326,3.0
105748490,105874611,3.0
105748490,106257649,3.0
105748490,105792600,4.0
105748490,106119061,3.0
105748490,106722954,4.0
105748490,107656938,4.0
105748490,105805825,4.0
105748490,105843822,4.0
105748490,107229353,3.0
105748490,107785600,4.0
105748490,107909507,3.0
105748490,108174185,4.0
105748490,106554608,4.0
105748490,15043,3.0
105748490,105884543,4.0
105748490,105899017,4.0
105748490,106110467,4.0
105748490,105863852,4.0
105748490,105890157,4.0
105748490,105945438,4.0
105748490,106129363,4.0
105748490,106893421,4.0
105748490,107406913,4.0
105748490,11916,4.0
105748490,105954758,3.0
105748490,106805249,3.0
105748490,107820434,4.0
105748490,106202961,4.0
105748490,106817666,3.0
105748490,107866982,4.0
105748490,108242742,3.0
105748490,107165466,3.0
105748490,105788208,4.0
105748490,106488452,3.0
105748490,107875017,4.0
105748490,12494,4.0
105748490,14582,4.0
105748490,106413021,4.0
105748490,106688497,3.0
105748490,14015,3.0
105748490,105823335,4.0
105748490,105885105,4.0
105748490,108386412,4.0
105748490,106176200,4.0
105748490,106126874,4.0
105748490,107116332,3.0
105748490,11609,4.0
105748490,105837552,3.0
105748490,10369,3.0
105748490,107326021,4.0
105748490,108744718,4.0
105748490,10996,4.0
105748490,105819862,4.0
105748490,105994004,3.0
105748490,107148564,3.0
105748490,11235,3.0
105748490,106552563,3.0
105748490,106776142,4.0
105748490,105811887,4.0
105748490,106609131,3.0
105748490,108735529,2.0
105748490,105829522,3.0
105748490,105847271,4.0
105748490,105815478,4.0
105750013,106087077,4.0
105750013,106503119,4.0
105750013,11622,4.0
105750013,105868316,3.0
105750013,106192059,3.0
105750013,106193445,3.0
105750013,10270,3.0
105750013,10185,4.0
105750013,10232,3.0
105750013,105942841,4.0
105750013,105795871,3.0
105750013,105936209,3.0
105750013,105974560,2.0
105750013,106945872,3.0
105750013,10769,3.0
105750013,13111,3.0
105750013,14537,3.0
105750013,105828656,3.0
105750013,105876980,3.0
105750013,106098789,3.0
105750013,106159111,3.0
105750013,106452465,2.0
105750013,12448,4.0
105750013,13658,3.0
105750013,105936281,3.0
105750013,10762,3.0
105750013,106156272,3.0
105750013,106455894,3.0
105750013,10121,4.0
105750013,10359,4.0
105750013,106467090,3.0
105750013,106489136,4.0
105750013,106584417,3.0
105750013,10870,3.0
105750013,11047,3.0
105750013,105987922,4.0
105750013,107909507,3.0
105750013,106110467,4.0
105750013,106893421,3.0
105750013,107609988,2.0
105750013,107869180,3.0
105750013,11916,4.0
105750013,106506620,3.0
105750013,106488452,2.0
105750013,14582,3.0
105750013,14015,4.0
105750013,105823335,4.0
105750013,106176200,4.0
105750013,106046804,4.0
105750013,106088454,4.0
105750013,108744718,3.0
105750013,105811887,4.0
105756826,106022334,4.0
105756826,105868316,2.0
105756826,10232,3.0
105756826,105797501,3.0
105756826,106121156,3.0
105756826,106396822,4.0
105756826,106860947,4.0
105756826,106481875,3.0
105756826,106816037,3.0
105756826,105974560,4.0
105756826,106430658,3.0
105756826,106533215,4.0
105756826,106596992,3.0
105756826,106827872,3.0
105756826,106945549,3.0
105756826,106945872,3.0
105756826,107370769,4.0
105756826,106823389,4.0
105756826,106136679,4.0
105756826,106247789,4.0
105756826,106455894,3.0
105756826,106738886,2.0
105756826,10359,3.0
105756826,106356571,3.0
105756826,106414419,3.0
105756826,106489136,4.0
105756826,106723303,3.0
105756826,106861594,3.0
105756826,11047,3.0
105756826,12407,3.0
105756826,13115,3.0
105756826,105987922,4.0
105756826,107088893,4.0
105756826,107101456,3.0
105756826,105843822,4.0
105756826,107909507,2.0
105756826,15043,4.0
105756826,106110467,3.0
105756826,106129363,3.0
105756826,106223263,4.0
105756826,107406913,3.0
105756826,106506620,3.0
105756826,106488452,4.0
105756826,106413021,4.0
105756826,106688497,3.0
105756826,14015,4.0
105756826,108386412,3.0
105756826,107262000,3.0
105756826,110093522,3.0
105756826,106176200,4.0
105756826,107116332,4.0
105756826,106182300,3.0
105756826,106088454,4.0
105756826,10565,1.0
105756826,108416587,3.0
105756826,10996,3.0
105756826,106327234,4.0
105756826,107786938,2.0
105756826,11129,3.0
105756826,106609131,3.0
105756826,108076158,3.0
105756826,107058132,4.0
105748280,106022334,2.0
105748280,11622,2.0
105748280,10185,3.0
105748280,10232,2.0
105748280,14213,2.0
105748280,105795871,3.0
105748280,106533215,2.0
105748280,106827872,3.0
105748280,106945872,2.0
105748280,105876980,2.0
105748280,13658,2.0
105748280,105787381,2.0
105748280,107328886,2.0
105748280,106356571,2.0
105748280,106489136,3.0
105748280,106887229,2.0
105748280,11287,2.0
105748280,107835621,2.0
105748280,107088893,2.0
105748280,107101456,3.0
105748280,107236381,3.0
105748280,107342057,3.0
105748280,105843822,2.0
105748280,107909507,3.0
105748280,110171029,3.0
105748280,105884543,2.0
105748280,105998198,3.0
105748280,106129363,3.0
105748280,106379824,2.0
105748280,107875017,3.0
105748280,12494,2.0
105748280,106413021,1.0
105748280,106688497,3.0
105748280,109277227,3.0
105748280,10565,2.0
105748280,105787518,3.0
105748280,108416587,3.0
105748280,10996,2.0
105748280,107148564,2.0
105748280,106327234,1.0
105748280,107786938,2.0
105748280,106908071,2.0
105748280,106776142,2.0
105748280,108048345,3.0
105748280,106046228,2.0
105748280,106593285,2.0
105748280,107553209,3.0
105748280,105829522,2.0
105748280,108076158,4.0
105748280,107065889,2.0
105748286,106022334,2.0
105748286,106087077,2.0
105748286,106503119,2.0
105748286,11622,2.0
105748286,105823132,2.0
105748286,105990845,2.0
105748286,106192059,2.0
105748286,106055829,2.0
105748286,105795871,1.0
105748286,106430658,2.0
105748286,106533215,3.0
105748286,106596992,2.0
105748286,106945872,2.0
105748286,107186883,1.0
105748286,106098789,2.0
105748286,105787381,2.0
105748286,105800279,2.0
105748286,107902567,3.0
105748286,105929502,2.0
105748286,105972853,2.0
105748286,106162275,2.0
105748286,106356571,2.0
105748286,107515236,3.0
105748286,11287,2.0
105748286,107835621,2.0
105748286,107088893,2.0
105748286,107785600,3.0
105748286,107909507,2.0
105748286,110171029,2.0
105748286,107115524,2.0
105748286,108092104,2.0
105748286,105899017,2.0
105748286,106129363,2.0
105748286,106379824,2.0
105748286,107406913,3.0
105748286,105954758,2.0
105748286,106817666,3.0
105748286,107866982,2.0
105748286,106889790,2.0
105748286,106688497,2.0
105748286,10790,2.0
105748286,105823335,2.0
105748286,105885105,2.0
105748286,106792062,2.0
105748286,107262000,1.0
105748286,109277227,2.0
105748286,106126874,2.0
105748286,10565,1.0
105748286,105787518,1.0
105748286,108416587,2.0
105748286,107148564,2.0
105748286,106327234,4.0
105748286,106908071,1.0
105748286,106552563,2.0
105748286,108048345,3.0
105748286,106046228,2.0
105748286,106593285,1.0
105748286,106609131,1.0
105748286,107553209,2.0
105748286,105829522,2.0
105748286,107058132,3.0
105748286,107065889,1.0
105749446,106022334,4.0
105749446,106503119,3.0
105749446,11622,2.0
105749446,106192059,3.0
105749446,10270,3.0
105749446,10185,4.0
105749446,106055829,4.0
105749446,14213,2.0
105749446,105795871,2.0
105749446,105936209,3.0
105749446,106059834,3.0
105749446,106396822,4.0
105749446,106860947,4.0
105749446,13937,2.0
105749446,105877184,3.0
105749446,106333851,4.0
105749446,106533215,3.0
105749446,106827872,3.0
105749446,107186883,4.0
105749446,14537,3.0
105749446,105812440,2.0
105749446,105788294,3.0
105749446,105876980,3.0
105749446,106159111,3.0
105749446,11466,4.0
105749446,105787381,4.0
105749446,107328886,3.0
105749446,106156272,3.0
105749446,107902567,4.0
105749446,10359,3.0
105749446,106162275,3.0
105749446,106262777,4.0
105749446,106356571,2.0
105749446,106372474,3.0
105749446,106887229,3.0
105749446,109996200,3.0
105749446,11029,3.0
105749446,106526731,3.0
105749446,106722954,3.0
105749446,107088893,3.0
105749446,108147044,3.0
105749446,105805825,4.0
105749446,105843822,3.0
105749446,107229353,4.0
105749446,11965,3.0
105749446,106646308,1.0
105749446,107115524,4.0
105749446,105860008,3.0
105749446,105945438,4.0
105749446,106129363,3.0
105749446,106251374,4.0
105749446,106379824,3.0
105749446,107406913,4.0
105749446,106805249,3.0
105749446,106202961,3.0
105749446,107866982,3.0
105749446,106731930,3.0
105749446,106889790,3.0
105749446,107875017,4.0
105749446,106688497,3.0
105749446,10790,3.0
105749446,109277227,3.0
105749446,107540372,3.0
105749446,106046804,3.0
105749446,107116332,3.0
105749446,106182300,3.0
105749446,10369,3.0
105749446,10565,2.0
105749446,108744718,3.0
105749446,10996,3.0
105749446,105905885,3.0
105749446,107148564,4.0
105749446,107786938,2.0
105749446,106552563,3.0
105749446,106776142,3.0
105749446,108048345,4.0
105749446,106046228,3.0
105749446,106609131,3.0
105749446,108735529,3.0
105749446,107553209,3.0
105749446,105847271,3.0
105749446,107065889,3.0
105749458,106087077,1.0
105749458,11622,2.0
105749458,106192059,2.0
105749458,10185,2.0
105749458,106055829,2.0
105749458,106059834,3.0
105749458,106767428,1.0
105749458,106860947,3.0
105749458,105974560,2.0
105749458,106430658,2.0
105749458,106533215,3.0
105749458,106945872,2.0
105749458,107186883,3.0
105749458,105812440,2.0
105749458,105788294,1.0
105749458,105876980,3.0
105749458,106098789,2.0
105749458,11466,2.0
105749458,105800279,1.0
105749458,106156272,2.0
105749458,105929502,2.0
105749458,106162275,3.0
105749458,106356571,1.0
105749458,106887229,2.0
105749458,11802,2.0
105749458,106722954,2.0
105749458,107088893,2.0
105749458,107236381,2.0
105749458,107342057,2.0
105749458,105843822,3.0
105749458,107909507,2.0
105749458,105899017,2.0
105749458,105860008,2.0
105749458,106129363,2.0
105749458,106223263,2.0
105749458,106379824,2.0
105749458,107406913,2.0
105749458,10170,3.0
105749458,107866982,3.0
105749458,106889790,2.0
105749458,107875017,2.0
105749458,10790,2.0
105749458,106792062,2.0
105749458,106278120,2.0
105749458,109277227,2.0
105749458,106126874,2.0
105749458,107116332,2.0
105749458,10996,3.0
105749458,105905885,2.0
105749458,106327234,2.0
105749458,106552563,2.0
105749458,106776142,1.0
105749458,108048345,1.0
105749458,106609131,2.0
105749458,107588308,2.0
105749458,108735529,2.0
105749458,107553209,2.0
105749458,105829522,2.0
105749458,107058132,2.0
105749458,107065889,1.0
105749464,106022334,2.0
105749464,106087077,3.0
105749464,105823132,2.0
105749464,106192059,3.0
105749464,106055829,3.0
105749464,105795871,3.0
105749464,106059834,2.0
105749464,106860947,3.0
105749464,106430658,3.0
105749464,106827872,2.0
105749464,107186883,2.0
105749464,14537,1.0
105749464,106098789,2.0
105749464,13658,3.0
105749464,105936281,2.0
105749464,106136679,2.0
105749464,107328886,2.0
105749464,10359,2.0
105749464,105846604,2.0
105749464,106456414,2.0
105749464,11029,3.0
105749464,106526731,1.0
105749464,106722954,3.0
105749464,107088893,3.0
105749464,105884543,2.0
105749464,105899017,2.0
105749464,105945438,0.0
105749464,106251374,3.0
105749464,106379824,2.0
105749464,106805249,2.0
105749464,106202961,2.0
105749464,107866982,3.0
105749464,106488452,3.0
105749464,106731930,2.0
105749464,105885105,2.0
105749464,106792062,3.0
105749464,108386412,2.0
105749464,107262000,2.0
105749464,107540372,2.0
105749464,107824861,2.0
105749464,106046804,2.0
105749464,107116332,2.0
105749464,105787518,3.0
105749464,105819862,3.0
105749464,105994004,3.0
105749464,107148564,3.0
105749464,11235,2.0
105749464,106327234,3.0
105749464,106908071,2.0
105749464,106776142,2.0
105749464,106046228,3.0
105749464,106593285,3.0
105749464,107588308,3.0
105749464,107058132,3.0
105749464,105847271,3.0
105749464,109205885,2.0
105751021,106022334,4.0
105751021,106087077,4.0
105751021,11622,4.0
105751021,105990845,3.0
105751021,106907209,4.0
105751021,105822848,4.0
105751021,10185,4.0
105751021,105942841,4.0
105751021,10481,3.0
105751021,105791779,3.0
105751021,106481875,4.0
105751021,106816037,3.0
105751021,107297633,4.0
105751021,11327,4.0
105751021,105859992,4.0
105751021,106333851,3.0
105751021,106827872,4.0
105751021,106945549,3.0
105751021,106945872,4.0
105751021,13111,4.0
105751021,105812440,4.0
105751021,106098789,3.0
105751021,106823389,4.0
105751021,105936281,4.0
105751021,106088903,4.0
105751021,106136679,4.0
105751021,107328886,3.0
105751021,105800279,4.0
105751021,106156272,4.0
105751021,105846604,4.0
105751021,106142131,2.0
105751021,106162275,4.0
105751021,106456414,3.0
105751021,106467090,3.0
105751021,106489136,3.0
105751021,106584417,3.0
105751021,106887229,4.0
105751021,107515236,3.0
105751021,109996200,4.0
105751021,105856868,4.0
105751021,107342057,4.0
105751021,106045902,3.0
105751021,107909507,3.0
105751021,11965,4.0
105751021,106554608,4.0
105751021,106646308,4.0
105751021,106110467,4.0
105751021,105945438,4.0
105751021,106129363,4.0
105751021,106808076,4.0
105751021,106893421,3.0
105751021,106202961,4.0
105751021,107165466,4.0
105751021,105788208,3.0
105751021,107875017,3.0
105751021,12494,3.0
105751021,106046804,2.0
105751021,105837552,4.0
105751021,10996,4.0
105751021,105905885,4.0
105751021,107786938,3.0
105751021,105811887,4.0
105751021,106046228,3.0
105752698,106022334,2.0
105752698,11622,2.0
105752698,105990845,2.0
105752698,106192059,2.0
105752698,10185,1.0
105752698,106055829,2.0
105752698,105795871,2.0
105752698,105936209,2.0
105752698,106430658,2.0
105752698,106533215,3.0
105752698,106945872,2.0
105752698,13658,2.0
105752698,107328886,2.0
105752698,105800279,2.0
105752698,105829161,2.0
105752698,105929502,3.0
105752698,106489136,2.0
105752698,107515236,3.0
105752698,11287,2.0
105752698,11802,2.0
105752698,107835621,2.0
105752698,106722954,2.0
105752698,107088893,2.0
105752698,107236381,2.0
105752698,107342057,3.0
105752698,105843822,2.0
105752698,105899017,2.0
105752698,106129363,2.0
105752698,106223263,2.0
105752698,10170,2.0
105752698,107866982,2.0
105752698,108242742,2.0
105752698,106889790,2.0
105752698,106413021,2.0
105752698,106688497,2.0
105752698,106126874,2.0
105752698,106046804,1.0
105752698,106182300,2.0
105752698,10369,2.0
105752698,10565,2.0
105752698,105787518,3.0
105752698,108416587,2.0
105752698,108744718,2.0
105752698,105905885,2.0
105752698,107148564,2.0
105752698,11235,2.0
105752698,107786938,1.0
105752698,106908071,2.0
105752698,106552563,2.0
105752698,106776142,2.0
105752698,108048345,3.0
105752698,106046228,1.0
105752698,106609131,2.0
105752698,108735529,2.0
105752698,107553209,2.0
105752698,108076158,2.0
105752698,109205885,2.0
105751369,106308715,3.0
105751369,107356939,3.0
105751369,105795871,3.0
105751369,10481,3.0
105751369,13937,4.0
105751369,106481875,4.0
105751369,106816037,3.0
105751369,11327,3.0
105751369,105974560,4.0
105751369,106333851,3.0
105751369,106596992,3.0
105751369,106945549,2.0
105751369,106945872,4.0
105751369,14537,4.0
105751369,106098789,3.0
105751369,107800195,4.0
105751369,106136679,4.0
105751369,106156272,2.0
105751369,107937197,3.0
105751369,105846604,3.0
105751369,106456414,3.0
105751369,106489136,2.0
105751369,10870,3.0
105751369,105856868,4.0
105751369,107835621,3.0
105751369,106565770,3.0
105751369,105805825,4.0
105751369,108174185,3.0
105751369,106554608,4.0
105751369,107115524,3.0
105751369,105998198,4.0
105751369,106488452,3.0
105751369,14116,2.0
105751369,106088454,3.0
105751369,107786938,2.0
105751369,106552563,3.0
105749071,106087077,4.0
105749071,105942841,4.0
105749071,14213,3.0
105749071,105795871,3.0
105749071,106059834,4.0
105749071,106121156,3.0
105749071,13937,4.0
105749071,105859992,4.0
105749071,106596992,4.0
105749071,105788294,4.0
105749071,105828656,3.0
105749071,105876980,4.0
105749071,106452465,3.0
105749071,11466,4.0
105749071,12448,4.0
105749071,13658,4.0
105749071,107937197,3.0
105749071,10121,4.0
105749071,105846604,4.0
105749071,106142131,4.0
105749071,106467090,3.0
105749071,106838734,4.0
105749071,106861594,4.0
105749071,106887229,4.0
105749071,107146196,3.0
105749071,107515236,3.0
105749071,10870,4.0
105749071,11047,4.0
105749071,11287,3.0
105749071,12407,4.0
105749071,105856868,4.0
105749071,107835621,4.0
105749071,105987922,4.0
105749071,107656938,3.0
105749071,108147044,4.0
105749071,106045902,4.0
105749071,106110467,4.0
105749071,105890157,3.0
105749071,107406913,4.0
105749071,107944131,4.0
105749071,106202961,4.0
105749071,10228,4.0
105749071,106488452,4.0
105749071,106731930,4.0
105749071,106889790,4.0
105749071,12494,4.0
105749071,105837552,4.0
105749071,105905885,4.0
105751960,106022334,4.0
105751960,106087077,4.0
105751960,106503119,4.0
105751960,11622,3.0
105751960,105823132,4.0
105751960,106192059,4.0
105751960,106907209,4.0
105751960,10270,2.0
105751960,10185,3.0
105751960,10232,4.0
105751960,105795871,3.0
105751960,106059834,4.0
105751960,106767428,4.0
105751960,10850,4.0
105751960,10168,3.0
105751960,106121156,4.0
105751960,106396822,4.0
105751960,13937,2.0
105751960,105859992,4.0
105751960,105877184,4.0
105751960,105974560,4.0
105751960,106596992,4.0
105751960,106827872,3.0
105751960,106945549,4.0
105751960,106945872,3.0
105751960,107370769,4.0
105751960,106098789,3.0
105751960,108684526,4.0
105751960,11466,4.0
105751960,13658,3.0
105751960,105787381,3.0
105751960,106136679,4.0
105751960,106389541,4.0
105751960,13119,3.0
105751960,106156272,3.0
105751960,107937197,4.0
105751960,10121,3.0
105751960,105964182,4.0
105751960,105972853,4.0
105751960,106142131,4.0
105751960,106162275,3.0
105751960,106262777,4.0
105751960,106723303,4.0
105751960,106838734,3.0
105751960,106861594,4.0
105751960,106887229,4.0
105751960,107515236,4.0
105751960,108035631,4.0
105751960,11029,3.0
105751960,11047,3.0
105751960,11287,3.0
105751960,11802,3.0
105751960,12121,2.0
105751960,12407,4.0
105751960,106722954,3.0
105751960,107656938,4.0
105751960,107909507,3.0
105751960,110171029,3.0
105751960,106110467,4.0
105751960,105841324,3.0
105751960,105860008,4.0
105751960,106223263,2.0
105751960,106893421,4.0
105751960,107406913,4.0
105751960,107820434,4.0
105751960,106202961,4.0
105751960,106817666,4.0
105751960,107572371,4.0
105751960,107866982,3.0
105751960,106731930,4.0
105751960,107875017,3.0
105751960,14582,3.0
105751960,106413021,3.0
105751960,105823335,3.0
105751960,107824861,4.0
105751960,107116332,3.0
105751960,11609,4.0
105751960,105837552,3.0
105751960,10996,4.0
105751960,105819862,4.0
105751960,105905885,4.0
105751960,105994004,4.0
105751960,107148564,3.0
105751960,108048345,4.0
105751960,105811887,3.0
105751960,106046228,3.0
105752839,106022334,4.0
105752839,106087077,4.0
105752839,11622,3.0
105752839,105868316,4.0
105752839,106192059,3.0
105752839,106193445,2.0
105752839,10270,4.0
105752839,106308715,3.0
105752839,10185,4.0
105752839,106055829,4.0
105752839,14213,4.0
105752839,105936209,3.0
105752839,11327,3.0
105752839,105859992,2.0
105752839,106430658,3.0
105752839,106827872,3.0
105752839,105812440,3.0
105752839,106159111,3.0
105752839,108123128,3.0
105752839,108684526,4.0
105752839,11466,4.0
105752839,12448,3.0
105752839,106823389,3.0
105752839,106136679,4.0
105752839,105800279,2.0
105752839,106156272,3.0
105752839,107902567,4.0
105752839,105807147,3.0
105752839,105846604,3.0
105752839,105929502,4.0
105752839,106356571,3.0
105752839,106456414,3.0
105752839,11287,3.0
